INCIDENT NUMBER,REPORT NUMBER,UOF DATE,SUBJECT NUMBER,SUBJECT RACE,SUBJECT AGE,SUBJECT SEX,WEAPON TYPE,TYPE OF WEAPON(OTHER),COMPLAINT OF PAIN,SUBJECT INJURED,CHARGES
UOF-2016-0488,160329265,4/21/2016,20983,B - Black,40,M,,,No,No,
UOF-2016-0458,160326465,4/21/2016,20948,B - Black,44,M,,,No,No,
UOF-2016-0458,160326465,4/21/2016,20949,B - Black,44,M,,,No,No,
UOF-2016-0488,160329265,4/21/2016,20984,B - Black,46,M,,,No,No,
UOF-2016-0467,160330739,4/22/2016,20962,W - White,22,M,,,No,No,
UOF-2016-0452,160329469,4/22/2016,20942,W - White,26,M,,,No,No,
UOF-2016-0496,160330701,4/22/2016,20993,H - Hispanic,33,M,Knife or Edged Weapon,,No,No,
UOF-2016-0468,160330507,4/22/2016,20963,B - Black,38,F,,,No,No,
UOF-2016-0467,160330739,4/22/2016,20961,W - White,46,M,,,No,No,
UOF-2016-0444,160292402,4/22/2016,20931,W - White,48,M,,,No,No,
UOF-2016-0444,160292402,4/22/2016,20932,W - White,48,F,,,No,No,
UOF-2016-0469,160335080,4/23/2016,20964,B - Black,26,F,,,No,Yes,
UOF-2016-0459,160334123,4/23/2016,20953,H - Hispanic,35,M,,,No,No,
UOF-2016-0497,160329936,4/23/2016,20994,A - Asian or Pacific Islander,35,M,Knife or Edged Weapon,,No,No,
UOF-2016-0446,160333426,4/23/2016,20934,B - Black,40,M,,,No,Yes,
UOF-2016-0459,160334123,4/23/2016,20952,H - Hispanic,40,M,,,No,No,
UOF-2016-0470,160336624,4/24/2016,20965,W - White,39,M,,,Yes,Yes,
UOF-2016-0475,160328427,4/24/2016,18555,B - Black,40,M,,,No,No,
UOF-2016-0475,160328427,4/24/2016,20971,W - White,40,F,,,No,No,
UOF-2016-0445,160336232,4/24/2016,20933,W - White,46,M,,,No,No,
UOF-2016-0476,160340170,4/25/2016,20972,W - White,23,M,Firearm,,No,No,
UOF-2016-0453,160338498,4/25/2016,20494,B - Black,27,M,,,No,No,
UOF-2016-0471,160337898,4/25/2016,20966,B - Black,31,M,,,No,No,
UOF-2016-0455,160342966,4/26/2016,20944,W - White,39,M,,,No,No,
UOF-2016-0493,160345904,4/27/2016,20991,B - Black,18,M,,,No,No,
UOF-2016-0472,160344871,4/27/2016,20967,B - Black,21,F,,,Yes,No,
UOF-2016-0489,160345788,4/27/2016,20986,W - White,28,M,,,Yes,Yes,
UOF-2016-0477,160345910,4/27/2016,20973,A - Asian or Pacific Islander,33,M,,,No,Yes,
UOF-2016-0490,160342847,4/28/2016,20987,H - Hispanic,21,F,,,No,No,
UOF-2016-0490,160342847,4/28/2016,20988,H - Hispanic,24,M,,,No,No,
UOF-2016-0478,160287237,4/28/2016,20974,B - Black,26,M,,,No,No,
UOF-2016-0447,160347336,4/28/2016,20935,H - Hispanic,28,M,,,No,Yes,
UOF-2016-0480,160349257,4/28/2016,20976,W - White,35,M,,,Yes,Yes,
UOF-2016-0473,160348607,4/28/2016,20968,H - Hispanic,44,M,,,Yes,Yes,
UOF-2016-0479,160346645,4/28/2016,20975,H - Hispanic,45,F,,,No,No,
UOF-2016-0460,160352539,4/30/2016,20954,H - Hispanic,26,M,,,No,No,
UOF-2016-0454,160354193,4/30/2016,20943,W - White,28,M,,,No,No,
UOF-2016-0456,160354864,4/30/2016,20945,B - Black,44,M,,,No,No,
UOF-2016-0498,160354331,4/30/2016,20995,U - Unknown,50,M,,,Yes,Yes,
UOF-2016-0454,160354193,4/30/2016,20946,W - White,,F,,,,,
UOF-2016-0526,160356202,5/1/2016,21134,W - White,25,M,,,No,No,
UOF-2016-0536,160357448,5/1/2016,21157,W - White,25,F,,,No,No,
UOF-2016-0561,160355743,5/1/2016,21186,B - Black,26,M,,,Yes,No,
UOF-2016-0536,160357448,5/1/2016,21158,H - Hispanic,27,F,,,No,No,
UOF-2016-0572,1612250,5/1/2016,21200,W - White,28,M,,,Yes,No,
UOF-2016-0527,160356666,5/1/2016,21135,W - White,34,M,,,No,No,
UOF-2016-0538,160355163,5/1/2016,21160,B - Black,34,M,,,No,Yes,
UOF-2016-0562,160356923,5/1/2016,21187,W - White,36,F,,,Yes,Yes,
UOF-2016-0505,160357830,5/1/2016,19867,W - White,49,M,,,No,Yes,
UOF-2016-0563,160360485,5/2/2016,21188,W - White,20,M,,,Yes,Yes,
UOF-2016-0550,160360708,5/2/2016,21171,H - Hispanic,36,M,Knife or Edged Weapon,,No,No,
UOF-2016-0511,160358656,5/2/2016,21117,A - Asian or Pacific Islander,37,F,,,No,No,
UOF-2016-0491,160358189,5/2/2016,20989,B - Black,48,M,,,No,No,
UOF-2016-0528,160363213,5/3/2016,21136,W - White,20,M,,,Yes,Yes,
UOF-2016-0564,160355997,5/3/2016,21189,B - Black,25,M,,,No,No,
UOF-2016-0529,160363520,5/3/2016,21137,W - White,26,M,,,No,No,
UOF-2016-0537,160361035,5/3/2016,21159,H - Hispanic,27,M,,,Yes,Yes,
UOF-2016-0564,160355997,5/3/2016,21190,B - Black,38,F,,,No,No,
UOF-2016-0512,160363978,5/4/2016,21118,H - Hispanic,22,M,,,No,No,
UOF-2016-0518,160366706,5/4/2016,21123,B - Black,37,M,,,Yes,Yes,
UOF-2016-0517,160365106,5/4/2016,21122,B - Black,81,M,,,No,No,
UOF-2016-0520,160367550,5/5/2016,21125,B - Black,24,M,,,No,Yes,
UOF-2016-0565,160368893,5/5/2016,21191,B - Black,26,M,,,Yes,No,
UOF-2016-0570,160367691,5/5/2016,21197,A - Asian or Pacific Islander,29,F,,,No,No,
UOF-2016-0570,160367691,5/5/2016,21196,B - Black,31,M,,,No,No,
UOF-2016-0519,160367469,5/5/2016,21124,B - Black,40,F,,,No,No,
UOF-2016-0531,160369954,5/5/2016,21140,B - Black,43,M,,,Yes,No,
UOF-2016-0539,160367704,5/5/2016,21161,H - Hispanic,61,M,Knife or Edged Weapon,,No,No,
UOF-2016-0521,160371385,5/6/2016,21126,H - Hispanic,19,M,,,No,No,
UOF-2016-0551,160373541,5/6/2016,21172,A - Asian or Pacific Islander,25,M,,,No,No,
UOF-2016-0545,160373046,5/6/2016,20981,W - White,27,M,,,Yes,Yes,
UOF-2016-0540,160370810,5/6/2016,21163,B - Black,33,M,,,Yes,Yes,
UOF-2016-0506,160375707,5/7/2016,21110,W - White,27,M,,,No,No,
UOF-2016-0541,160348497,5/7/2016,21164,B - Black,32,M,,,No,No,
UOF-2016-0546,160375973,5/7/2016,21167,W - White,40,M,,,Yes,Yes,
UOF-2016-0530,160378228,5/8/2016,21139,H - Hispanic,34,F,,,Yes,Yes,
UOF-2016-0530,160378228,5/8/2016,21138,B - Black,36,M,,,No,No,
UOF-2016-0552,140789548,5/8/2016,21173,H - Hispanic,61,F,,,No,No,
UOF-2016-0553,160365770,5/9/2016,21174,H - Hispanic,25,M,,,No,Yes,
UOF-2016-0554,160358399,5/9/2016,21175,B - Black,28,F,,,Yes,Yes,
UOF-2016-0555,160380712,5/9/2016,21176,A - Asian or Pacific Islander,44,M,,,Yes,No,
UOF-2016-0547,160382837,5/10/2016,21168,B - Black,19,M,,,No,No,
UOF-2016-0556,160381566,5/10/2016,21177,B - Black,21,M,,,Yes,Yes,
UOF-2016-0507,160384275,5/10/2016,21111,H - Hispanic,23,M,Firearm,,No,No,
UOF-2016-0557,160381920,5/10/2016,21179,B - Black,27,M,,,Yes,Yes,
UOF-2016-0522,160381516,5/10/2016,21127,B - Black,41,M,,,No,Yes,
UOF-2016-0508,160385847,5/11/2016,21112,A - Asian or Pacific Islander,18,M,,,No,No,
UOF-2016-0566,160384996,5/11/2016,21192,B - Black,18,M,,,No,No,
UOF-2016-0571,160355464,5/11/2016,21198,H - Hispanic,26,M,,,No,No,
UOF-2016-0568,160386293,5/11/2016,21193,B - Black,27,M,,,No,No,
UOF-2016-0567,160385596,5/11/2016,20494,B - Black,28,M,,,No,Yes,
UOF-2016-0571,160355464,5/11/2016,21199,H - Hispanic,55,M,,,No,No,
UOF-2016-0569,160390078,5/12/2016,21194,A - Asian or Pacific Islander,21,M,,,No,No,
UOF-2016-0558,160389162,5/12/2016,21182,H - Hispanic,33,M,Other,,No,Yes,
UOF-2016-0543,160389770,5/12/2016,20159,B - Black,36,M,,,No,Yes,
UOF-2016-0542,160388324,5/12/2016,21165,B - Black,46,M,,,No,No,
UOF-2016-0778,160277476,5/12/2016,21567,B - Black,,F,,,,,
UOF-2016-0509,160316030,5/13/2016,21113,B - Black,19,M,,,No,Yes,
UOF-2016-0532,160382815,5/13/2016,21141,B - Black,20,F,,,No,No,
UOF-2016-0559,160392983,5/13/2016,21183,H - Hispanic,20,M,,,Yes,Yes,
UOF-2016-0544,160390335,5/13/2016,21166,W - White,28,M,,,No,Yes,
UOF-2016-0509,160316030,5/13/2016,21115,B - Black,38,F,,,No,No,
UOF-2016-0514,160390686,5/13/2016,21120,B - Black,45,M,Knife or Edged Weapon,,No,No,
UOF-2016-0524,160395357,5/14/2016,21130,B - Black,18,M,,,No,No,
UOF-2016-0524,160395357,5/14/2016,21131,B - Black,22,M,,,No,No,
UOF-2016-0523,160393254,5/14/2016,21129,B - Black,32,M,,,No,No,
UOF-2016-0534,160393395,5/14/2016,21148,B - Black,35,M,,,No,No,
UOF-2016-0523,160393254,5/14/2016,21128,B - Black,38,M,,,No,No,
UOF-2016-0534,160393395,5/14/2016,21149,B - Black,44,M,,,No,No,
UOF-2016-0515,160395636,5/14/2016,21121,H - Hispanic,46,M,,,No,Yes,
UOF-2016-0513,160393323,5/14/2016,21119,W - White,59,F,,,No,No,
UOF-2016-0510,160395341,5/14/2016,21116,W - White,Unk,M,,,No,Yes,
UOF-2016-0001,160394133,5/14/2016,21195,B - Black,,F,,,No,No,
UOF-2016-0525,160398050,5/15/2016,21133,H - Hispanic,19,M,,,Yes,Yes,
UOF-2016-0626,160397002,5/15/2016,21313,W - White,21,M,,,No,No,
UOF-2016-0525,160398050,5/15/2016,21132,H - Hispanic,23,M,,,Yes,Yes,
UOF-2016-0549,160398163,5/15/2016,21170,B - Black,28,M,,,Yes,Yes,
UOF-2016-0560,160395783,5/15/2016,21184,U - Unknown,35,M,,,No,No,
UOF-2016-0560,160395783,5/15/2016,21185,U - Unknown,36,M,,,No,No,
UOF-2016-0535,160397096,5/15/2016,21153,W - White,37,M,,,No,No,
UOF-2016-0516,160398668,5/15/2016,15646,W - White,58,M,,,No,No,
UOF-2016-0548,160396719,5/15/2016,21169,W - White,,M,,,,,
UOF-2016-0573,160400978,5/16/2016,21202,U - Unknown,30,M,,,Yes,Yes,
UOF-2016-0628,160399343,5/16/2016,21315,H - Hispanic,32,M,,,No,No,
UOF-2016-0581,160399503,5/16/2016,21212,W - White,39,M,,,No,No,
UOF-2016-0581,160399503,5/16/2016,21213,W - White,49,F,,,No,No,
UOF-2016-0635,160364192,5/17/2016,21336,A - Asian or Pacific Islander,18,M,,,No,No,
UOF-2016-0629,160402275,5/17/2016,21316,B - Black,19,M,,,No,No,
UOF-2016-0636,160364192,5/17/2016,21329,B - Black,21,M,,,No,No,
UOF-2016-0574,160405166,5/17/2016,21203,B - Black,22,M,,,Yes,Yes,
UOF-2016-0635,160364192,5/17/2016,21334,A - Asian or Pacific Islander,22,F,,,No,No,
UOF-2016-0574,160405166,5/17/2016,21205,B - Black,26,M,,,No,No,
UOF-2016-0635,160364192,5/17/2016,21333,A - Asian or Pacific Islander,26,M,,,No,No,
UOF-2016-0594,160403706,5/17/2016,21274,B - Black,30,M,,,Yes,Yes,
UOF-2016-0636,160364192,5/17/2016,21328,A - Asian or Pacific Islander,30,F,,,No,No,
UOF-2016-0624,160404936,5/17/2016,21311,B - Black,35,M,,,Yes,Yes,
UOF-2016-0587,160404641,5/17/2016,21264,B - Black,36,M,,,No,Yes,
UOF-2016-0574,160405166,5/17/2016,21204,H - Hispanic,37,M,,,No,No,
UOF-2016-0611,160403461,5/17/2016,21298,W - White,37,M,,,Yes,Yes,
UOF-2016-0635,160364192,5/17/2016,21332,A - Asian or Pacific Islander,47,F,,,No,No,
UOF-2016-0635,160364192,5/17/2016,21335,A - Asian or Pacific Islander,56,F,,,No,No,
UOF-2016-0635,160364192,5/17/2016,21331,A - Asian or Pacific Islander,58,M,,,No,No,
UOF-2016-0635,160364192,5/17/2016,21337,,,,,,No,No,
UOF-2016-0636,160364192,5/17/2016,21330,,,,,,No,No,
UOF-2016-0634,160364017,5/18/2016,21324,W - White,22,M,,,No,No,
UOF-2016-0582,160408295,5/18/2016,21214,B - Black,24,M,,,Yes,No,
UOF-2016-0612,160402253,5/18/2016,21299,H - Hispanic,29,M,,,No,No,
UOF-2016-0634,160364017,5/18/2016,21326,W - White,33,F,,,No,No,
UOF-2016-0575,160405887,5/18/2016,20159,B - Black,36,M,,,No,No,
UOF-2016-0634,160364017,5/18/2016,21327,B - Black,42,M,,,No,No,
UOF-2016-0634,160364017,5/18/2016,21323,W - White,61,F,,,No,No,
UOF-2016-0634,160364017,5/18/2016,21325,W - White,69,M,,,No,No,
UOF-2016-0595,160408734,5/19/2016,21275,B - Black,19,M,,,No,No,
UOF-2016-0595,160408734,5/19/2016,21277,B - Black,19,M,,,No,No,
UOF-2016-0595,160408734,5/19/2016,21276,B - Black,26,M,,,No,No,
UOF-2016-0608,160411022,5/19/2016,21294,H - Hispanic,34,M,,,Yes,No,
UOF-2016-0613,160408803,5/19/2016,21300,H - Hispanic,38,F,,,No,No,
UOF-2016-0588,160409196,5/19/2016,21265,B - Black,,F,,,No,Yes,
UOF-2016-0614,160414139,5/20/2016,21302,W - White,36,M,Replica Firearm,,No,No,
UOF-2016-0630,160412280,5/20/2016,21317,B - Black,42,M,,,Yes,Yes,
UOF-2016-0589,160377662,5/20/2016,21266,A - Asian or Pacific Islander,49,M,,,No,No,
UOF-2016-0614,160414139,5/20/2016,21301,W - White,56,M,,,No,No,
UOF-2016-0590,160414402,5/21/2016,21267,W - White,20,M,,,No,No,
UOF-2016-0590,160414402,5/21/2016,21268,W - White,20,M,,,No,No,
UOF-2016-0621,160416107,5/21/2016,21308,B - Black,20,M,,,No,No,
UOF-2016-0590,160414402,5/21/2016,21269,W - White,21,M,,,No,No,
UOF-2016-0596,160414220,5/21/2016,21278,B - Black,24,F,,,Yes,No,
UOF-2016-0579,160414236,5/21/2016,21209,H - Hispanic,27,M,,,No,No,
UOF-2016-0627,160416323,5/21/2016,21314,H - Hispanic,28,M,,,Yes,No,
UOF-2016-0597,160416680,5/21/2016,21279,W - White,29,M,,,Yes,Yes,
UOF-2016-0619,160416157,5/21/2016,21307,W - White,42,F,,,No,Yes,
UOF-2016-0580,160416878,5/22/2016,21210,U - Unknown,19,M,,,No,No,
UOF-2016-0580,160416878,5/22/2016,21211,H - Hispanic,19,M,,,Yes,Yes,
UOF-2016-0591,160417127,5/22/2016,21270,B - Black,42,M,,,No,No,
UOF-2016-0598,160422314,5/23/2016,21280,H - Hispanic,22,F,Firearm,,No,No,
UOF-2016-0593,160421281,5/23/2016,21273,B - Black,24,M,,,No,No,
UOF-2016-0583,160422659,5/23/2016,21260,B - Black,25,F,,,No,No,
UOF-2016-0592,160420675,5/23/2016,21272,B - Black,30,M,,,No,No,
UOF-2016-0592,160420675,5/23/2016,21271,B - Black,39,M,,,Yes,No,
UOF-2016-0633,160132256,5/24/2016,21322,H - Hispanic,21,F,,,No,No,
UOF-2016-0599,160423027,5/24/2016,21281,B - Black,29,M,,,No,No,
UOF-2016-0633,160132256,5/24/2016,21321,H - Hispanic,59,F,,,No,No,
UOF-2016-0633,160132256,5/24/2016,21320,H - Hispanic,60,M,,,No,No,
UOF-2016-0576,160428312,5/25/2016,21206,H - Hispanic,31,M,,,No,Yes,
UOF-2016-0618,160428823,5/25/2016,21306,W - White,56,M,,,Yes,Yes,
UOF-2016-0620,160429837,5/26/2016,19978,B - Black,18,M,,,No,No,
UOF-2016-0601,160432294,5/26/2016,21285,H - Hispanic,40,M,,,No,Yes,
UOF-2016-0631,160429934,5/26/2016,21318,H - Hispanic,,M,Knife or Edged Weapon,,No,Yes,
UOF-2016-0602,160433838,5/27/2016,21286,B - Black,20,F,,,No,No,
UOF-2016-0623,160434262,5/27/2016,21310,B - Black,20,M,,,Yes,Yes,
UOF-2016-0600,160432642,5/27/2016,21282,B - Black,26,M,,,No,No,
UOF-2016-0584,160431064,5/27/2016,21261,W - White,31,M,Replica Firearm,,No,No,
UOF-2016-0615,160434137,5/27/2016,21303,W - White,35,M,,,Yes,Yes,
UOF-2016-0622,160434002,5/27/2016,21309,A - Asian or Pacific Islander,41,M,,,Yes,Yes,
UOF-2016-0637,1614951,5/28/2016,21338,W - White,22,M,,,No,Yes,
UOF-2016-0603,160435317,5/28/2016,21287,H - Hispanic,32,M,,,No,Yes,
UOF-2016-0585,160439234,5/29/2016,21262,H - Hispanic,24,M,,,No,Yes,
UOF-2016-0616,160437993,5/29/2016,21304,U - Unknown,30,M,,,Yes,No,
UOF-2016-0604,160439472,5/29/2016,21288,H - Hispanic,39,M,Knife or Edged Weapon,,No,No,
UOF-2016-0607,160442077,5/30/2016,21292,A - Asian or Pacific Islander,19,F,,,No,No,
UOF-2016-0607,160442077,5/30/2016,21293,A - Asian or Pacific Islander,27,M,,,No,No,
UOF-2016-0586,160441223,5/30/2016,21263,W - White,30,M,,,No,No,
UOF-2016-0605,160440902,5/30/2016,21289,B - Black,33,F,,,No,No,
UOF-2016-0605,160440902,5/30/2016,21290,B - Black,34,F,,,No,No,
UOF-2016-0632,160440952,5/30/2016,21319,B - Black,38,M,,,No,No,
UOF-2016-0606,160441091,5/30/2016,21291,H - Hispanic,40,M,,,No,No,
UOF-2016-0617,160441665,5/30/2016,21305,U - Unknown,41,M,,,No,Yes,
UOF-2016-0625,160440548,5/30/2016,21312,H - Hispanic,41,M,Knife or Edged Weapon,,No,Yes,
UOF-2016-0605,160440902,5/30/2016,21140,B - Black,43,M,,,No,No,
UOF-2016-0609,160443053,5/30/2016,20144,H - Hispanic,50,M,Knife or Edged Weapon,,No,Yes,
UOF-2016-0578,160446342,5/31/2016,21208,B - Black,28,M,,,No,Yes,
UOF-2016-0577,160446160,5/31/2016,21207,B - Black,40,M,,,No,No,
UOF-2016-0610,160446289,5/31/2016,21295,H - Hispanic,59,M,,,No,No,
UOF-2016-0671,160446734,6/1/2016,21383,H - Hispanic,18,M,,,No,No,
UOF-2016-0639,160449590,6/1/2016,21341,B - Black,19,M,Knife or Edged Weapon,,No,No,
UOF-2016-0693,160449437,6/1/2016,21424,B - Black,20,M,,,No,No,
UOF-2016-0672,160446740,6/1/2016,21385,H - Hispanic,21,M,Knife or Edged Weapon,,No,No,
UOF-2016-0672,160446740,6/1/2016,21384,H - Hispanic,23,M,Knife or Edged Weapon,,No,No,
UOF-2016-0679,160449409,6/1/2016,21397,B - Black,23,M,,,No,No,
UOF-2016-0638,160446988,6/1/2016,21340,W - White,39,M,,,No,Yes,
UOF-2016-0692,160448100,6/1/2016,21421,B - Black,39,F,,,Yes,No,
UOF-2016-0673,160414866,6/1/2016,21386,H - Hispanic,48,M,,,No,No,
UOF-2016-0664,160447748,6/1/2016,21375,A - Asian or Pacific Islander,64,M,,,Yes,Yes,
UOF-2016-0689,160452214,6/2/2016,21417,B - Black,18,M,,,No,No,
UOF-2016-0689,160452214,6/2/2016,21416,B - Black,19,F,,,No,No,
UOF-2016-0665,160450064,6/2/2016,21376,W - White,27,M,,,No,No,
UOF-2016-0694,160450202,6/2/2016,21425,A - Asian or Pacific Islander,32,M,,,No,No,
UOF-2016-0691,160451482,6/2/2016,21419,H - Hispanic,40,F,,,Yes,No,
UOF-2016-0640,160450133,6/2/2016,21342,W - White,44,M,,,No,No,
UOF-2016-0688,160450741,6/2/2016,21412,H - Hispanic,55,M,,,No,Yes,
UOF-2016-0642,160454812,6/3/2016,21344,B - Black,26,M,,,Yes,No,
UOF-2016-0641,160452236,6/3/2016,21343,A - Asian or Pacific Islander,27,M,,,No,Yes,
UOF-2016-0710,160453165,6/3/2016,21453,W - White,27,M,,,No,No,
UOF-2016-0695,160453541,6/3/2016,21428,W - White,32,M,,,Yes,Yes,
UOF-2016-0696,160455898,6/4/2016,21430,H - Hispanic,22,M,,,No,Yes,
UOF-2016-0662,160456802,6/4/2016,21374,A - Asian or Pacific Islander,23,M,,,Yes,Yes,
UOF-2016-0697,160457430,6/4/2016,21431,W - White,31,M,,,No,No,
UOF-2016-0674,160457979,6/5/2016,21387,H - Hispanic,23,M,,,No,No,
UOF-2016-0660,160457509,6/5/2016,21371,W - White,29,M,,,No,Yes,
UOF-2016-0666,160459301,6/5/2016,21377,W - White,41,M,,,No,Yes,
UOF-2016-0698,160459470,6/5/2016,21433,B - Black,54,F,,,No,No,
UOF-2016-0698,160459470,6/5/2016,21436,B - Black,54,M,Blunt Object,,No,No,
UOF-2016-0700,160458541,6/5/2016,21435,B - Black,60,M,,,No,No,
UOF-2016-0698,160459470,6/5/2016,21432,B - Black,66,M,,,No,No,
UOF-2016-0687,160459652,6/6/2016,21410,H - Hispanic,20,F,,,No,No,
UOF-2016-0667,160462859,6/7/2016,21378,B - Black,19,M,,,No,No,
UOF-2016-0643,160463039,6/7/2016,21347,B - Black,23,F,,,No,No,
UOF-2016-0643,160463039,6/7/2016,21345,B - Black,24,F,,,No,No,
UOF-2016-0711,160465029,6/7/2016,21455,B - Black,29,M,Other,,No,Yes,
UOF-2016-0657,160463647,6/7/2016,21368,W - White,35,F,,,No,No,
UOF-2016-0661,160463211,6/7/2016,21373,B - Black,39,F,,,No,No,
UOF-2016-0699,160467821,6/8/2016,21434,B - Black,18,F,,,No,No,
UOF-2016-0709,160441552,6/8/2016,21451,A - Asian or Pacific Islander,18,F,,,No,No,
UOF-2016-0681,160466196,6/8/2016,21401,B - Black,23,F,,,No,No,
UOF-2016-0681,160466196,6/8/2016,21402,B - Black,26,M,,,Yes,No,
UOF-2016-0709,160441552,6/8/2016,21449,A - Asian or Pacific Islander,26,F,,,No,No,
UOF-2016-0681,160466196,6/8/2016,21399,B - Black,27,M,,,No,No,
UOF-2016-0709,160441552,6/8/2016,21448,A - Asian or Pacific Islander,27,M,,,No,No,
UOF-2016-0644,160467906,6/8/2016,21346,A - Asian or Pacific Islander,30,M,,,No,No,
UOF-2016-0658,160465803,6/8/2016,21369,W - White,34,M,,,No,No,
UOF-2016-0680,160465756,6/8/2016,21398,A - Asian or Pacific Islander,42,M,,,No,No,
UOF-2016-0701,160455729,6/8/2016,21438,B - Black,48,M,,,No,No,
UOF-2016-0709,160441552,6/8/2016,21452,A - Asian or Pacific Islander,58,F,,,No,No,
UOF-2016-0684,160471151,6/9/2016,21405,W - White,22,M,,,No,Yes,
UOF-2016-0668,160470686,6/9/2016,21380,B - Black,34,M,,,Yes,Yes,
UOF-2016-0647,160469651,6/9/2016,21350,W - White,36,M,,,No,No,
UOF-2016-0675,160468879,6/9/2016,21388,W - White,44,M,,,No,No,
UOF-2016-0702,160470642,6/9/2016,21439,B - Black,69,M,Knife or Edged Weapon,,No,No,
UOF-2016-0659,160471929,6/10/2016,21370,H - Hispanic,23,F,,,No,No,
UOF-2016-0685,160473301,6/10/2016,21406,B - Black,50,M,,,Yes,Yes,
UOF-2016-0706,160476054,6/11/2016,21443,B - Black,22,F,Other,,Yes,Yes,
UOF-2016-0703,160468578,6/11/2016,21440,B - Black,23,F,,,No,No,
UOF-2016-0656,160475131,6/11/2016,21367,W - White,26,M,Knife or Edged Weapon,,No,No,
UOF-2016-0646,160477074,6/11/2016,21349,U - Unknown,28,M,Other,,Yes,Yes,
UOF-2016-0645,160474412,6/11/2016,21348,B - Black,30,M,,,No,No,
UOF-2016-0704,160474832,6/11/2016,21441,B - Black,32,M,Knife or Edged Weapon,,No,No,
UOF-2016-0656,160475131,6/11/2016,21366,H - Hispanic,36,M,,,No,No,
UOF-2016-0656,160475131,6/11/2016,21364,B - Black,39,M,,,No,Yes,
UOF-2016-0705,160475181,6/11/2016,21442,W - White,54,M,,,No,No,
UOF-2016-0669,160479008,6/12/2016,21381,B - Black,24,M,,,No,No,
UOF-2016-0654,160479070,6/12/2016,21362,B - Black,27,M,Firearm,,Yes,Yes,
UOF-2016-0682,160476678,6/12/2016,21403,B - Black,50,M,,,Yes,Yes,
UOF-2016-0686,160473583,6/13/2016,19936,B - Black,19,M,,,No,No,
UOF-2016-0686,160473583,6/13/2016,21407,B - Black,19,M,,,No,No,
UOF-2016-0676,160479155,6/13/2016,21389,W - White,53,M,,,No,No,
UOF-2016-0677,160482164,6/14/2016,21391,B - Black,18,M,,,No,No,
UOF-2016-0677,160482164,6/14/2016,21393,B - Black,20,M,,,No,No,
UOF-2016-0670,160482205,6/14/2016,21382,H - Hispanic,24,M,,,No,No,
UOF-2016-0677,160482164,6/14/2016,21392,B - Black,24,F,,,No,No,
UOF-2016-0677,160482164,6/14/2016,21390,B - Black,35,M,,,No,No,
UOF-2016-0649,160482396,6/14/2016,21353,W - White,48,M,,,No,Yes,
UOF-2016-0648,160482114,6/14/2016,21352,H - Hispanic,,M,,,Yes,Yes,
UOF-2016-0708,160457703,6/15/2016,21445,B - Black,24,F,,,No,No,
UOF-2016-0678,160485839,6/15/2016,21394,B - Black,25,M,,,No,Yes,
UOF-2016-0708,160457703,6/15/2016,21447,B - Black,25,M,,,No,No,
UOF-2016-0655,160485083,6/15/2016,21363,B - Black,26,M,,,No,No,
UOF-2016-0650,160486382,6/15/2016,21354,H - Hispanic,30,M,,,No,No,
UOF-2016-0651,160487227,6/15/2016,21355,B - Black,37,M,,,No,Yes,
UOF-2016-0683,160485196,6/15/2016,21404,W - White,48,M,Knife or Edged Weapon,,No,Yes,
UOF-2016-0708,160457703,6/15/2016,21446,B - Black,49,F,,,No,No,
UOF-2016-0760,160486702,6/15/2016,21542,W - White,57,M,Knife or Edged Weapon,,No,Yes,
UOF-2016-0738,160488015,6/16/2016,21504,H - Hispanic,26,M,,,No,No,
UOF-2016-0738,160488015,6/16/2016,21506,H - Hispanic,35,M,,,No,No,
UOF-2016-0738,160488015,6/16/2016,21505,H - Hispanic,38,M,,,No,No,
UOF-2016-0756,160489201,6/16/2016,21534,W - White,55,M,,,No,No,
UOF-2016-0652,160492715,6/17/2016,21356,I - American Indian,25,M,,,No,Yes,
UOF-2016-0731,160494012,6/17/2016,19949,H - Hispanic,30,F,,,Yes,No,
UOF-2016-0763,160491234,6/17/2016,21546,H - Hispanic,31,M,Knife or Edged Weapon,,No,No,
UOF-2016-0727,160491610,6/17/2016,21494,W - White,41,M,,,No,No,
UOF-2016-0764,160496234,6/18/2016,21547,U - Unknown,19,M,,,No,No,
UOF-2016-0757,160495361,6/18/2016,21536,H - Hispanic,28,M,,,No,No,
UOF-2016-0777,1617059,6/18/2016,21562,B - Black,29,M,,,No,No,
UOF-2016-0765,160494410,6/18/2016,21548,H - Hispanic,36,M,,,No,No,
UOF-2016-0753,160496682,6/18/2016,21530,W - White,52,M,Knife or Edged Weapon,,No,No,
UOF-2016-0739,160496892,6/19/2016,21507,B - Black,18,F,,,No,Yes,
UOF-2016-0732,160497094,6/19/2016,21498,A - Asian or Pacific Islander,32,M,,,No,Yes,
UOF-2016-0728,160497759,6/19/2016,21495,B - Black,56,M,,,No,No,
UOF-2016-0758,160499090,6/20/2016,21537,H - Hispanic,20,M,,,No,No,
UOF-2016-0767,160500562,6/20/2016,21550,W - White,40,M,,,Yes,Yes,
UOF-2016-0766,160499078,6/20/2016,14107,B - Black,49,M,,,No,No,
UOF-2016-0746,160502596,6/21/2016,21514,W - White,32,M,,,Yes,Yes,
UOF-2016-0740,160502148,6/21/2016,21596,B - Black,36,F,Blunt Object,,No,No,
